replicate,gap,gap_points,eligible_pairs,flips,flip_rate,benchmark,audit_half,target_half
69,0.05,5.0,706,26,0.036827195467422094,MMLU-Pro,validation,discovery
70,0.0025,0.25,48,17,0.3541666666666667,MMLU-Pro,validation,discovery
70,0.005,0.5,88,23,0.26136363636363635,MMLU-Pro,validation,discovery
70,0.01,1.0,158,27,0.17088607594936708,MMLU-Pro,validation,discovery
70,0.02,2.0,328,28,0.08536585365853659,MMLU-Pro,validation,discovery
70,0.03,3.0,464,28,0.0603448275862069,MMLU-Pro,validation,discovery
70,0.05,5.0,706,28,0.039660056657223795,MMLU-Pro,validation,discovery
71,0.0025,0.25,48,22,0.4583333333333333,MMLU-Pro,validation,discovery
71,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
71,0.01,1.0,158,32,0.20253164556962025,MMLU-Pro,validation,discovery
71,0.02,2.0,328,32,0.0975609756097561,MMLU-Pro,validation,discovery
71,0.03,3.0,464,32,0.06896551724137931,MMLU-Pro,validation,discovery
71,0.05,5.0,706,32,0.0453257790368272,MMLU-Pro,validation,discovery
72,0.0025,0.25,48,19,0.3958333333333333,MMLU-Pro,validation,discovery
72,0.005,0.5,88,27,0.3068181818181818,MMLU-Pro,validation,discovery
72,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
72,0.02,2.0,328,29,0.08841463414634146,MMLU-Pro,validation,discovery
72,0.03,3.0,464,29,0.0625,MMLU-Pro,validation,discovery
72,0.05,5.0,706,29,0.04107648725212465,MMLU-Pro,validation,discovery
73,0.0025,0.25,48,23,0.4791666666666667,MMLU-Pro,validation,discovery
73,0.005,0.5,88,29,0.32954545454545453,MMLU-Pro,validation,discovery
73,0.01,1.0,158,33,0.2088607594936709,MMLU-Pro,validation,discovery
73,0.02,2.0,328,34,0.10365853658536585,MMLU-Pro,validation,discovery
73,0.03,3.0,464,34,0.07327586206896551,MMLU-Pro,validation,discovery
73,0.05,5.0,706,34,0.04815864022662889,MMLU-Pro,validation,discovery
74,0.0025,0.25,48,22,0.4583333333333333,MMLU-Pro,validation,discovery
74,0.005,0.5,88,33,0.375,MMLU-Pro,validation,discovery
74,0.01,1.0,158,38,0.24050632911392406,MMLU-Pro,validation,discovery
74,0.02,2.0,328,38,0.11585365853658537,MMLU-Pro,validation,discovery
74,0.03,3.0,464,38,0.08189655172413793,MMLU-Pro,validation,discovery
74,0.05,5.0,706,38,0.053824362606232294,MMLU-Pro,validation,discovery
75,0.0025,0.25,48,15,0.3125,MMLU-Pro,validation,discovery
75,0.005,0.5,88,23,0.26136363636363635,MMLU-Pro,validation,discovery
75,0.01,1.0,158,26,0.16455696202531644,MMLU-Pro,validation,discovery
75,0.02,2.0,328,26,0.07926829268292683,MMLU-Pro,validation,discovery
75,0.03,3.0,464,26,0.05603448275862069,MMLU-Pro,validation,discovery
75,0.05,5.0,706,26,0.036827195467422094,MMLU-Pro,validation,discovery
76,0.0025,0.25,48,14,0.2916666666666667,MMLU-Pro,validation,discovery
76,0.005,0.5,88,19,0.2159090909090909,MMLU-Pro,validation,discovery
76,0.01,1.0,158,20,0.12658227848101267,MMLU-Pro,validation,discovery
76,0.02,2.0,328,20,0.06097560975609756,MMLU-Pro,validation,discovery
76,0.03,3.0,464,20,0.04310344827586207,MMLU-Pro,validation,discovery
76,0.05,5.0,706,20,0.028328611898016998,MMLU-Pro,validation,discovery
77,0.0025,0.25,48,27,0.5625,MMLU-Pro,validation,discovery
77,0.005,0.5,88,37,0.42045454545454547,MMLU-Pro,validation,discovery
77,0.01,1.0,158,39,0.2468354430379747,MMLU-Pro,validation,discovery
77,0.02,2.0,328,40,0.12195121951219512,MMLU-Pro,validation,discovery
77,0.03,3.0,464,40,0.08620689655172414,MMLU-Pro,validation,discovery
77,0.05,5.0,706,40,0.056657223796033995,MMLU-Pro,validation,discovery
78,0.0025,0.25,48,23,0.4791666666666667,MMLU-Pro,validation,discovery
78,0.005,0.5,88,30,0.3409090909090909,MMLU-Pro,validation,discovery
78,0.01,1.0,158,32,0.20253164556962025,MMLU-Pro,validation,discovery
78,0.02,2.0,328,32,0.0975609756097561,MMLU-Pro,validation,discovery
78,0.03,3.0,464,32,0.06896551724137931,MMLU-Pro,validation,discovery
78,0.05,5.0,706,32,0.0453257790368272,MMLU-Pro,validation,discovery
79,0.0025,0.25,48,17,0.3541666666666667,MMLU-Pro,validation,discovery
79,0.005,0.5,88,22,0.25,MMLU-Pro,validation,discovery
79,0.01,1.0,158,26,0.16455696202531644,MMLU-Pro,validation,discovery
79,0.02,2.0,328,26,0.07926829268292683,MMLU-Pro,validation,discovery
79,0.03,3.0,464,26,0.05603448275862069,MMLU-Pro,validation,discovery
79,0.05,5.0,706,26,0.036827195467422094,MMLU-Pro,validation,discovery
80,0.0025,0.25,48,13,0.2708333333333333,MMLU-Pro,validation,discovery
80,0.005,0.5,88,22,0.25,MMLU-Pro,validation,discovery
80,0.01,1.0,158,22,0.13924050632911392,MMLU-Pro,validation,discovery
80,0.02,2.0,328,22,0.06707317073170732,MMLU-Pro,validation,discovery
80,0.03,3.0,464,22,0.04741379310344827,MMLU-Pro,validation,discovery
80,0.05,5.0,706,22,0.031161473087818695,MMLU-Pro,validation,discovery
81,0.0025,0.25,48,23,0.4791666666666667,MMLU-Pro,validation,discovery
81,0.005,0.5,88,30,0.3409090909090909,MMLU-Pro,validation,discovery
81,0.01,1.0,158,36,0.22784810126582278,MMLU-Pro,validation,discovery
81,0.02,2.0,328,37,0.11280487804878049,MMLU-Pro,validation,discovery
81,0.03,3.0,464,37,0.07974137931034483,MMLU-Pro,validation,discovery
81,0.05,5.0,706,37,0.05240793201133145,MMLU-Pro,validation,discovery
82,0.0025,0.25,48,20,0.4166666666666667,MMLU-Pro,validation,discovery
82,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
82,0.01,1.0,158,28,0.17721518987341772,MMLU-Pro,validation,discovery
82,0.02,2.0,328,28,0.08536585365853659,MMLU-Pro,validation,discovery
82,0.03,3.0,464,28,0.0603448275862069,MMLU-Pro,validation,discovery
82,0.05,5.0,706,28,0.039660056657223795,MMLU-Pro,validation,discovery
83,0.0025,0.25,48,25,0.5208333333333334,MMLU-Pro,validation,discovery
83,0.005,0.5,88,31,0.3522727272727273,MMLU-Pro,validation,discovery
83,0.01,1.0,158,36,0.22784810126582278,MMLU-Pro,validation,discovery
83,0.02,2.0,328,36,0.10975609756097561,MMLU-Pro,validation,discovery
83,0.03,3.0,464,36,0.07758620689655173,MMLU-Pro,validation,discovery
83,0.05,5.0,706,36,0.05099150141643059,MMLU-Pro,validation,discovery
84,0.0025,0.25,48,21,0.4375,MMLU-Pro,validation,discovery
84,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
84,0.01,1.0,158,33,0.2088607594936709,MMLU-Pro,validation,discovery
84,0.02,2.0,328,34,0.10365853658536585,MMLU-Pro,validation,discovery
84,0.03,3.0,464,34,0.07327586206896551,MMLU-Pro,validation,discovery
84,0.05,5.0,706,34,0.04815864022662889,MMLU-Pro,validation,discovery
85,0.0025,0.25,48,19,0.3958333333333333,MMLU-Pro,validation,discovery
85,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
85,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
85,0.02,2.0,328,29,0.08841463414634146,MMLU-Pro,validation,discovery
85,0.03,3.0,464,29,0.0625,MMLU-Pro,validation,discovery
85,0.05,5.0,706,29,0.04107648725212465,MMLU-Pro,validation,discovery
86,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
86,0.005,0.5,88,21,0.23863636363636365,MMLU-Pro,validation,discovery
86,0.01,1.0,158,24,0.1518987341772152,MMLU-Pro,validation,discovery
86,0.02,2.0,328,24,0.07317073170731707,MMLU-Pro,validation,discovery
86,0.03,3.0,464,24,0.05172413793103448,MMLU-Pro,validation,discovery
86,0.05,5.0,706,24,0.0339943342776204,MMLU-Pro,validation,discovery
87,0.0025,0.25,48,19,0.3958333333333333,MMLU-Pro,validation,discovery
87,0.005,0.5,88,30,0.3409090909090909,MMLU-Pro,validation,discovery
87,0.01,1.0,158,34,0.21518987341772153,MMLU-Pro,validation,discovery
87,0.02,2.0,328,35,0.10670731707317073,MMLU-Pro,validation,discovery
87,0.03,3.0,464,35,0.07543103448275862,MMLU-Pro,validation,discovery
87,0.05,5.0,706,35,0.049575070821529746,MMLU-Pro,validation,discovery
88,0.0025,0.25,48,18,0.375,MMLU-Pro,validation,discovery
88,0.005,0.5,88,26,0.29545454545454547,MMLU-Pro,validation,discovery
88,0.01,1.0,158,38,0.24050632911392406,MMLU-Pro,validation,discovery
88,0.02,2.0,328,38,0.11585365853658537,MMLU-Pro,validation,discovery
88,0.03,3.0,464,38,0.08189655172413793,MMLU-Pro,validation,discovery
88,0.05,5.0,706,38,0.053824362606232294,MMLU-Pro,validation,discovery
89,0.0025,0.25,48,25,0.5208333333333334,MMLU-Pro,validation,discovery
89,0.005,0.5,88,31,0.3522727272727273,MMLU-Pro,validation,discovery
89,0.01,1.0,158,40,0.25316455696202533,MMLU-Pro,validation,discovery
89,0.02,2.0,328,41,0.125,MMLU-Pro,validation,discovery
89,0.03,3.0,464,41,0.08836206896551724,MMLU-Pro,validation,discovery
89,0.05,5.0,706,41,0.05807365439093484,MMLU-Pro,validation,discovery
90,0.0025,0.25,48,13,0.2708333333333333,MMLU-Pro,validation,discovery
90,0.005,0.5,88,18,0.20454545454545456,MMLU-Pro,validation,discovery
90,0.01,1.0,158,19,0.12025316455696203,MMLU-Pro,validation,discovery
90,0.02,2.0,328,20,0.06097560975609756,MMLU-Pro,validation,discovery
90,0.03,3.0,464,20,0.04310344827586207,MMLU-Pro,validation,discovery
90,0.05,5.0,706,20,0.028328611898016998,MMLU-Pro,validation,discovery
91,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
91,0.005,0.5,88,24,0.2727272727272727,MMLU-Pro,validation,discovery
91,0.01,1.0,158,26,0.16455696202531644,MMLU-Pro,validation,discovery
91,0.02,2.0,328,27,0.08231707317073171,MMLU-Pro,validation,discovery
91,0.03,3.0,464,27,0.05818965517241379,MMLU-Pro,validation,discovery
91,0.05,5.0,706,27,0.03824362606232295,MMLU-Pro,validation,discovery
92,0.0025,0.25,48,13,0.2708333333333333,MMLU-Pro,validation,discovery
92,0.005,0.5,88,20,0.22727272727272727,MMLU-Pro,validation,discovery
92,0.01,1.0,158,26,0.16455696202531644,MMLU-Pro,validation,discovery
92,0.02,2.0,328,26,0.07926829268292683,MMLU-Pro,validation,discovery
92,0.03,3.0,464,26,0.05603448275862069,MMLU-Pro,validation,discovery
92,0.05,5.0,706,26,0.036827195467422094,MMLU-Pro,validation,discovery
93,0.0025,0.25,48,17,0.3541666666666667,MMLU-Pro,validation,discovery
93,0.005,0.5,88,27,0.3068181818181818,MMLU-Pro,validation,discovery
93,0.01,1.0,158,28,0.17721518987341772,MMLU-Pro,validation,discovery
93,0.02,2.0,328,28,0.08536585365853659,MMLU-Pro,validation,discovery
93,0.03,3.0,464,28,0.0603448275862069,MMLU-Pro,validation,discovery
93,0.05,5.0,706,28,0.039660056657223795,MMLU-Pro,validation,discovery
94,0.0025,0.25,48,17,0.3541666666666667,MMLU-Pro,validation,discovery
94,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
94,0.01,1.0,158,31,0.1962025316455696,MMLU-Pro,validation,discovery
94,0.02,2.0,328,31,0.09451219512195122,MMLU-Pro,validation,discovery
94,0.03,3.0,464,31,0.0668103448275862,MMLU-Pro,validation,discovery
94,0.05,5.0,706,31,0.043909348441926344,MMLU-Pro,validation,discovery
95,0.0025,0.25,48,15,0.3125,MMLU-Pro,validation,discovery
95,0.005,0.5,88,25,0.2840909090909091,MMLU-Pro,validation,discovery
95,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
95,0.02,2.0,328,29,0.08841463414634146,MMLU-Pro,validation,discovery
95,0.03,3.0,464,29,0.0625,MMLU-Pro,validation,discovery
95,0.05,5.0,706,29,0.04107648725212465,MMLU-Pro,validation,discovery
96,0.0025,0.25,48,17,0.3541666666666667,MMLU-Pro,validation,discovery
96,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
96,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
96,0.02,2.0,328,30,0.09146341463414634,MMLU-Pro,validation,discovery
96,0.03,3.0,464,30,0.06465517241379311,MMLU-Pro,validation,discovery
96,0.05,5.0,706,30,0.042492917847025496,MMLU-Pro,validation,discovery
97,0.0025,0.25,48,11,0.22916666666666666,MMLU-Pro,validation,discovery
97,0.005,0.5,88,19,0.2159090909090909,MMLU-Pro,validation,discovery
97,0.01,1.0,158,22,0.13924050632911392,MMLU-Pro,validation,discovery
97,0.02,2.0,328,22,0.06707317073170732,MMLU-Pro,validation,discovery
97,0.03,3.0,464,22,0.04741379310344827,MMLU-Pro,validation,discovery
97,0.05,5.0,706,22,0.031161473087818695,MMLU-Pro,validation,discovery
98,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
98,0.005,0.5,88,33,0.375,MMLU-Pro,validation,discovery
98,0.01,1.0,158,36,0.22784810126582278,MMLU-Pro,validation,discovery
98,0.02,2.0,328,36,0.10975609756097561,MMLU-Pro,validation,discovery
98,0.03,3.0,464,36,0.07758620689655173,MMLU-Pro,validation,discovery
98,0.05,5.0,706,36,0.05099150141643059,MMLU-Pro,validation,discovery
99,0.0025,0.25,48,18,0.375,MMLU-Pro,validation,discovery
99,0.005,0.5,88,26,0.29545454545454547,MMLU-Pro,validation,discovery
99,0.01,1.0,158,28,0.17721518987341772,MMLU-Pro,validation,discovery
99,0.02,2.0,328,28,0.08536585365853659,MMLU-Pro,validation,discovery
99,0.03,3.0,464,28,0.0603448275862069,MMLU-Pro,validation,discovery
99,0.05,5.0,706,28,0.039660056657223795,MMLU-Pro,validation,discovery
100,0.0025,0.25,48,20,0.4166666666666667,MMLU-Pro,validation,discovery
100,0.005,0.5,88,27,0.3068181818181818,MMLU-Pro,validation,discovery
100,0.01,1.0,158,27,0.17088607594936708,MMLU-Pro,validation,discovery
100,0.02,2.0,328,27,0.08231707317073171,MMLU-Pro,validation,discovery
100,0.03,3.0,464,27,0.05818965517241379,MMLU-Pro,validation,discovery
100,0.05,5.0,706,27,0.03824362606232295,MMLU-Pro,validation,discovery
101,0.0025,0.25,48,17,0.3541666666666667,MMLU-Pro,validation,discovery
101,0.005,0.5,88,29,0.32954545454545453,MMLU-Pro,validation,discovery
101,0.01,1.0,158,35,0.22151898734177214,MMLU-Pro,validation,discovery
101,0.02,2.0,328,37,0.11280487804878049,MMLU-Pro,validation,discovery
101,0.03,3.0,464,37,0.07974137931034483,MMLU-Pro,validation,discovery
101,0.05,5.0,706,37,0.05240793201133145,MMLU-Pro,validation,discovery
102,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
102,0.005,0.5,88,23,0.26136363636363635,MMLU-Pro,validation,discovery
102,0.01,1.0,158,24,0.1518987341772152,MMLU-Pro,validation,discovery
102,0.02,2.0,328,24,0.07317073170731707,MMLU-Pro,validation,discovery
102,0.03,3.0,464,24,0.05172413793103448,MMLU-Pro,validation,discovery
102,0.05,5.0,706,24,0.0339943342776204,MMLU-Pro,validation,discovery
103,0.0025,0.25,48,22,0.4583333333333333,MMLU-Pro,validation,discovery
103,0.005,0.5,88,26,0.29545454545454547,MMLU-Pro,validation,discovery
103,0.01,1.0,158,27,0.17088607594936708,MMLU-Pro,validation,discovery
103,0.02,2.0,328,27,0.08231707317073171,MMLU-Pro,validation,discovery
103,0.03,3.0,464,27,0.05818965517241379,MMLU-Pro,validation,discovery
103,0.05,5.0,706,27,0.03824362606232295,MMLU-Pro,validation,discovery
104,0.0025,0.25,48,12,0.25,MMLU-Pro,validation,discovery
104,0.005,0.5,88,21,0.23863636363636365,MMLU-Pro,validation,discovery
104,0.01,1.0,158,24,0.1518987341772152,MMLU-Pro,validation,discovery
104,0.02,2.0,328,24,0.07317073170731707,MMLU-Pro,validation,discovery
104,0.03,3.0,464,24,0.05172413793103448,MMLU-Pro,validation,discovery
104,0.05,5.0,706,24,0.0339943342776204,MMLU-Pro,validation,discovery
105,0.0025,0.25,48,20,0.4166666666666667,MMLU-Pro,validation,discovery
105,0.005,0.5,88,31,0.3522727272727273,MMLU-Pro,validation,discovery
105,0.01,1.0,158,32,0.20253164556962025,MMLU-Pro,validation,discovery
105,0.02,2.0,328,32,0.0975609756097561,MMLU-Pro,validation,discovery
105,0.03,3.0,464,32,0.06896551724137931,MMLU-Pro,validation,discovery
105,0.05,5.0,706,32,0.0453257790368272,MMLU-Pro,validation,discovery
106,0.0025,0.25,48,19,0.3958333333333333,MMLU-Pro,validation,discovery
106,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
106,0.01,1.0,158,36,0.22784810126582278,MMLU-Pro,validation,discovery
106,0.02,2.0,328,37,0.11280487804878049,MMLU-Pro,validation,discovery
106,0.03,3.0,464,37,0.07974137931034483,MMLU-Pro,validation,discovery
106,0.05,5.0,706,37,0.05240793201133145,MMLU-Pro,validation,discovery
107,0.0025,0.25,48,21,0.4375,MMLU-Pro,validation,discovery
107,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
107,0.01,1.0,158,33,0.2088607594936709,MMLU-Pro,validation,discovery
107,0.02,2.0,328,33,0.10060975609756098,MMLU-Pro,validation,discovery
107,0.03,3.0,464,33,0.07112068965517242,MMLU-Pro,validation,discovery
107,0.05,5.0,706,33,0.046742209631728045,MMLU-Pro,validation,discovery
108,0.0025,0.25,48,18,0.375,MMLU-Pro,validation,discovery
108,0.005,0.5,88,25,0.2840909090909091,MMLU-Pro,validation,discovery
108,0.01,1.0,158,26,0.16455696202531644,MMLU-Pro,validation,discovery
108,0.02,2.0,328,26,0.07926829268292683,MMLU-Pro,validation,discovery
108,0.03,3.0,464,26,0.05603448275862069,MMLU-Pro,validation,discovery
108,0.05,5.0,706,26,0.036827195467422094,MMLU-Pro,validation,discovery
109,0.0025,0.25,48,15,0.3125,MMLU-Pro,validation,discovery
109,0.005,0.5,88,20,0.22727272727272727,MMLU-Pro,validation,discovery
109,0.01,1.0,158,21,0.13291139240506328,MMLU-Pro,validation,discovery
109,0.02,2.0,328,21,0.06402439024390244,MMLU-Pro,validation,discovery
109,0.03,3.0,464,21,0.04525862068965517,MMLU-Pro,validation,discovery
109,0.05,5.0,706,21,0.029745042492917848,MMLU-Pro,validation,discovery
110,0.0025,0.25,48,13,0.2708333333333333,MMLU-Pro,validation,discovery
110,0.005,0.5,88,26,0.29545454545454547,MMLU-Pro,validation,discovery
110,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
110,0.02,2.0,328,29,0.08841463414634146,MMLU-Pro,validation,discovery
110,0.03,3.0,464,29,0.0625,MMLU-Pro,validation,discovery
110,0.05,5.0,706,29,0.04107648725212465,MMLU-Pro,validation,discovery
111,0.0025,0.25,48,12,0.25,MMLU-Pro,validation,discovery
111,0.005,0.5,88,21,0.23863636363636365,MMLU-Pro,validation,discovery
111,0.01,1.0,158,23,0.14556962025316456,MMLU-Pro,validation,discovery
111,0.02,2.0,328,23,0.0701219512195122,MMLU-Pro,validation,discovery
111,0.03,3.0,464,23,0.04956896551724138,MMLU-Pro,validation,discovery
111,0.05,5.0,706,23,0.032577903682719546,MMLU-Pro,validation,discovery
112,0.0025,0.25,48,20,0.4166666666666667,MMLU-Pro,validation,discovery
112,0.005,0.5,88,30,0.3409090909090909,MMLU-Pro,validation,discovery
112,0.01,1.0,158,37,0.23417721518987342,MMLU-Pro,validation,discovery
112,0.02,2.0,328,40,0.12195121951219512,MMLU-Pro,validation,discovery
112,0.03,3.0,464,40,0.08620689655172414,MMLU-Pro,validation,discovery
112,0.05,5.0,706,40,0.056657223796033995,MMLU-Pro,validation,discovery
113,0.0025,0.25,48,19,0.3958333333333333,MMLU-Pro,validation,discovery
113,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
113,0.01,1.0,158,32,0.20253164556962025,MMLU-Pro,validation,discovery
113,0.02,2.0,328,33,0.10060975609756098,MMLU-Pro,validation,discovery
113,0.03,3.0,464,33,0.07112068965517242,MMLU-Pro,validation,discovery
113,0.05,5.0,706,33,0.046742209631728045,MMLU-Pro,validation,discovery
114,0.0025,0.25,48,11,0.22916666666666666,MMLU-Pro,validation,discovery
114,0.005,0.5,88,21,0.23863636363636365,MMLU-Pro,validation,discovery
114,0.01,1.0,158,30,0.189873417721519,MMLU-Pro,validation,discovery
114,0.02,2.0,328,33,0.10060975609756098,MMLU-Pro,validation,discovery
114,0.03,3.0,464,33,0.07112068965517242,MMLU-Pro,validation,discovery
114,0.05,5.0,706,33,0.046742209631728045,MMLU-Pro,validation,discovery
115,0.0025,0.25,48,15,0.3125,MMLU-Pro,validation,discovery
115,0.005,0.5,88,25,0.2840909090909091,MMLU-Pro,validation,discovery
115,0.01,1.0,158,28,0.17721518987341772,MMLU-Pro,validation,discovery
115,0.02,2.0,328,29,0.08841463414634146,MMLU-Pro,validation,discovery
115,0.03,3.0,464,29,0.0625,MMLU-Pro,validation,discovery
115,0.05,5.0,706,29,0.04107648725212465,MMLU-Pro,validation,discovery
116,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
116,0.005,0.5,88,26,0.29545454545454547,MMLU-Pro,validation,discovery
116,0.01,1.0,158,27,0.17088607594936708,MMLU-Pro,validation,discovery
116,0.02,2.0,328,27,0.08231707317073171,MMLU-Pro,validation,discovery
116,0.03,3.0,464,27,0.05818965517241379,MMLU-Pro,validation,discovery
116,0.05,5.0,706,27,0.03824362606232295,MMLU-Pro,validation,discovery
117,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
117,0.005,0.5,88,25,0.2840909090909091,MMLU-Pro,validation,discovery
117,0.01,1.0,158,26,0.16455696202531644,MMLU-Pro,validation,discovery
117,0.02,2.0,328,26,0.07926829268292683,MMLU-Pro,validation,discovery
117,0.03,3.0,464,26,0.05603448275862069,MMLU-Pro,validation,discovery
117,0.05,5.0,706,26,0.036827195467422094,MMLU-Pro,validation,discovery
118,0.0025,0.25,48,21,0.4375,MMLU-Pro,validation,discovery
118,0.005,0.5,88,29,0.32954545454545453,MMLU-Pro,validation,discovery
118,0.01,1.0,158,34,0.21518987341772153,MMLU-Pro,validation,discovery
118,0.02,2.0,328,34,0.10365853658536585,MMLU-Pro,validation,discovery
118,0.03,3.0,464,34,0.07327586206896551,MMLU-Pro,validation,discovery
118,0.05,5.0,706,34,0.04815864022662889,MMLU-Pro,validation,discovery
119,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
119,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
119,0.01,1.0,158,30,0.189873417721519,MMLU-Pro,validation,discovery
119,0.02,2.0,328,30,0.09146341463414634,MMLU-Pro,validation,discovery
119,0.03,3.0,464,30,0.06465517241379311,MMLU-Pro,validation,discovery
119,0.05,5.0,706,30,0.042492917847025496,MMLU-Pro,validation,discovery
120,0.0025,0.25,48,21,0.4375,MMLU-Pro,validation,discovery
120,0.005,0.5,88,26,0.29545454545454547,MMLU-Pro,validation,discovery
120,0.01,1.0,158,27,0.17088607594936708,MMLU-Pro,validation,discovery
120,0.02,2.0,328,27,0.08231707317073171,MMLU-Pro,validation,discovery
120,0.03,3.0,464,27,0.05818965517241379,MMLU-Pro,validation,discovery
120,0.05,5.0,706,27,0.03824362606232295,MMLU-Pro,validation,discovery
121,0.0025,0.25,48,22,0.4583333333333333,MMLU-Pro,validation,discovery
121,0.005,0.5,88,29,0.32954545454545453,MMLU-Pro,validation,discovery
121,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
121,0.02,2.0,328,30,0.09146341463414634,MMLU-Pro,validation,discovery
121,0.03,3.0,464,30,0.06465517241379311,MMLU-Pro,validation,discovery
121,0.05,5.0,706,30,0.042492917847025496,MMLU-Pro,validation,discovery
122,0.0025,0.25,48,14,0.2916666666666667,MMLU-Pro,validation,discovery
122,0.005,0.5,88,21,0.23863636363636365,MMLU-Pro,validation,discovery
122,0.01,1.0,158,23,0.14556962025316456,MMLU-Pro,validation,discovery
122,0.02,2.0,328,23,0.0701219512195122,MMLU-Pro,validation,discovery
122,0.03,3.0,464,23,0.04956896551724138,MMLU-Pro,validation,discovery
122,0.05,5.0,706,23,0.032577903682719546,MMLU-Pro,validation,discovery
123,0.0025,0.25,48,11,0.22916666666666666,MMLU-Pro,validation,discovery
123,0.005,0.5,88,23,0.26136363636363635,MMLU-Pro,validation,discovery
123,0.01,1.0,158,27,0.17088607594936708,MMLU-Pro,validation,discovery
123,0.02,2.0,328,27,0.08231707317073171,MMLU-Pro,validation,discovery
123,0.03,3.0,464,27,0.05818965517241379,MMLU-Pro,validation,discovery
123,0.05,5.0,706,27,0.03824362606232295,MMLU-Pro,validation,discovery
124,0.0025,0.25,48,18,0.375,MMLU-Pro,validation,discovery
124,0.005,0.5,88,24,0.2727272727272727,MMLU-Pro,validation,discovery
124,0.01,1.0,158,27,0.17088607594936708,MMLU-Pro,validation,discovery
124,0.02,2.0,328,28,0.08536585365853659,MMLU-Pro,validation,discovery
124,0.03,3.0,464,28,0.0603448275862069,MMLU-Pro,validation,discovery
124,0.05,5.0,706,28,0.039660056657223795,MMLU-Pro,validation,discovery
125,0.0025,0.25,48,17,0.3541666666666667,MMLU-Pro,validation,discovery
125,0.005,0.5,88,26,0.29545454545454547,MMLU-Pro,validation,discovery
125,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
125,0.02,2.0,328,31,0.09451219512195122,MMLU-Pro,validation,discovery
125,0.03,3.0,464,31,0.0668103448275862,MMLU-Pro,validation,discovery
125,0.05,5.0,706,31,0.043909348441926344,MMLU-Pro,validation,discovery
126,0.0025,0.25,48,16,0.3333333333333333,MMLU-Pro,validation,discovery
126,0.005,0.5,88,18,0.20454545454545456,MMLU-Pro,validation,discovery
126,0.01,1.0,158,18,0.11392405063291139,MMLU-Pro,validation,discovery
126,0.02,2.0,328,18,0.054878048780487805,MMLU-Pro,validation,discovery
126,0.03,3.0,464,18,0.03879310344827586,MMLU-Pro,validation,discovery
126,0.05,5.0,706,18,0.025495750708215296,MMLU-Pro,validation,discovery
127,0.0025,0.25,48,20,0.4166666666666667,MMLU-Pro,validation,discovery
127,0.005,0.5,88,27,0.3068181818181818,MMLU-Pro,validation,discovery
127,0.01,1.0,158,33,0.2088607594936709,MMLU-Pro,validation,discovery
127,0.02,2.0,328,33,0.10060975609756098,MMLU-Pro,validation,discovery
127,0.03,3.0,464,33,0.07112068965517242,MMLU-Pro,validation,discovery
127,0.05,5.0,706,33,0.046742209631728045,MMLU-Pro,validation,discovery
128,0.0025,0.25,48,19,0.3958333333333333,MMLU-Pro,validation,discovery
128,0.005,0.5,88,28,0.3181818181818182,MMLU-Pro,validation,discovery
128,0.01,1.0,158,29,0.18354430379746836,MMLU-Pro,validation,discovery
128,0.02,2.0,328,29,0.08841463414634146,MMLU-Pro,validation,discovery
128,0.03,3.0,464,29,0.0625,MMLU-Pro,validation,discovery
128,0.05,5.0,706,29,0.04107648725212465,MMLU-Pro,validation,discovery
129,0.0025,0.25,48,18,0.375,MMLU-Pro,validation,discovery
129,0.005,0.5,88,25,0.2840909090909091,MMLU-Pro,validation,discovery
129,0.01,1.0,158,31,0.1962025316455696,MMLU-Pro,validation,discovery
129,0.02,2.0,328,31,0.09451219512195122,MMLU-Pro,validation,discovery
